ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-6163480,205,98,78,10,0,3,3,4,5,0,4,0,0,0
LK-6163485,155,44,36,3,1,0,2,62,2,0,0,0,0,5
LK-6163490,90,18,24,7,0,0,0,0,0,0,41,0,0,0
LK-6163495,175,120,45,5,0,1,0,0,1,0,3,0,0,0
LK-6163500,156,73,66,0,0,3,0,13,1,0,0,0,0,0
LK-6163505,172,136,33,0,1,1,0,0,1,0,0,0,0,0
LK-6163510,158,91,37,14,1,0,1,0,2,0,11,0,0,1
LK-6163515,247,187,55,0,0,1,2,0,2,0,0,0,0,0
LK-6163520,115,20,58,34,0,0,0,0,0,0,3,0,0,0
LK-6163525,221,106,79,4,3,1,2,0,14,0,11,0,0,1
LK-6163530,218,101,10,11,0,4,20,8,20,0,20,0,0,24
LK-6163535,247,36,48,5,0,9,6,74,7,0,53,0,0,9
LK-6163540,155,83,62,5,0,0,0,0,5,0,0,0,0,0
LK-6163545,239,175,51,9,2,1,0,0,1,0,0,0,0,0
LK-6163550,130,78,47,0,0,0,0,0,0,0,5,0,0,0
LK-6163555,193,52,29,46,0,14,22,25,1,0,0,4,0,0
LK-6163560,255,141,52,3,0,9,0,24,4,0,21,0,0,1
LK-6163565,257,77,45,16,20,1,1,61,4,0,32,0,0,0
LK-6166,9468,6640,1688,571,147,25,6,265,109,0,0,0,1,16
LK-6166005,121,70,37,14,0,0,0,0,0,0,0,0,0,0
LK-6166010,284,223,42,11,4,0,0,1,3,0,0,0,0,0
LK-6166015,203,157,29,16,0,0,0,0,1,0,0,0,0,0
LK-6166020,187,127,34,13,3,0,0,6,4,0,0,0,0,0
LK-6166025,159,97,40,9,0,0,0,11,2,0,0,0,0,0
LK-6166030,117,47,22,20,0,0,0,27,1,0,0,0,0,0
LK-6166035,288,161,49,40,25,7,0,0,6,0,0,0,0,0
LK-6166040,230,126,57,6,37,3,1,0,0,0,0,0,0,0
LK-6166045,322,231,43,18,1,0,1,0,28,0,0,0,0,0
LK-6166050,161,130,13,16,0,0,0,0,2,0,0,0,0,0
LK-6166055,204,126,75,1,0,0,0,0,2,0,0,0,0,0
LK-6166060,196,102,49,18,24,2,1,0,0,0,0,0,0,0
LK-6166065,197,126,65,6,0,0,0,0,0,0,0,0,0,0
LK-6166070,473,408,51,5,2,1,0,0,6,0,0,0,0,0
LK-6166075,314,258,45,2,4,2,0,1,2,0,0,0,0,0
LK-6166080,230,155,47,25,0,1,0,0,2,0,0,0,0,0
LK-6166085,219,155,43,18,0,0,0,3,0,0,0,0,0,0
LK-6166090,220,125,51,27,0,1,0,14,2,0,0,0,0,0
LK-6166095,294,207,58,20,4,3,0,0,2,0,0,0,0,0
LK-6166100,193,136,55,0,0,0,0,0,2,0,0,0,0,0
LK-6166105,348,170,102,16,31,1,0,25,3,0,0,0,0,0
LK-6166110,130,106,23,1,0,0,0,0,0,0,0,0,0,0
LK-6166115,234,187,32,11,2,0,0,0,2,0,0,0,0,0
LK-6166120,355,298,42,7,7,0,0,0,0,0,0,0,1,0
LK-6166125,156,135,16,1,0,0,0,0,4,0,0,0,0,0
LK-6166130,421,347,46,15,0,0,1,2,10,0,0,0,0,0
LK-6166135,609,502,80,13,0,1,0,0,13,0,0,0,0,0
LK-6166140,269,194,35,13,0,0,1,22,0,0,0,0,0,4
LK-6166145,312,242,45,22,0,0,0,0,3,0,0,0,0,0
LK-6166150,208,148,20,0,0,0,0,40,0,0,0,0,0,0
LK-6166155,380,299,57,21,0,0,0,2,1,0,0,0,0,0
LK-6166160,243,96,67,67,0,0,0,13,0,0,0,0,0,0
LK-6166165,173,110,9,2,0,0,0,52,0,0,0,0,0,0
LK-6166170,176,132,25,17,0,0,0,1,1,0,0,0,0,0
LK-6166175,280,177,73,19,1,3,0,1,6,0,0,0,0,0
LK-6166180,210,125,45,21,1,0,0,6,0,0,0,0,0,12
LK-6166185,147,94,24,27,0,0,1,0,1,0,0,0,0,0
LK-6166190,205,111,42,13,1,0,0,38,0,0,0,0,0,0
LK-6169,13855,8106,3561,1390,169,63,77,277,149,2,1,2,0,58
LK-6169005,306,217,57,8,2,0,0,0,5,1,0,1,0,15
LK-6169010,307,189,89,27,0,1,0,0,0,0,0,0,0,1
LK-6169015,361,224,91,40,0,0,0,0,6,0,0,0,0,0
LK-6169020,245,133,66,28,0,0,0,10,8,0,0,0,0,0
LK-6169025,296,141,52,0,0,1,0,101,1,0,0,0,0,0
LK-6169030,191,109,60,17,0,0,0,3,2,0,0,0,0,0
LK-6169035,343,217,109,11,1,2,0,0,3,0,0,0,0,0
LK-6169040,446,265,109,8,2,0,0,35,2,0,1,0,0,24
LK-6169045,273,123,85,59,1,0,1,0,3,0,0,0,0,1
LK-6169050,352,158,115,51,20,3,0,0,4,1,0,0,0,0
LK-6169055,448,183,112,41,82,27,2,0,0,0,0,0,0,1
LK-6169060,701,388,176,117,0,0,2,11,7,0,0,0,0,0
LK-6169065,382,205,78,64,9,0,1,22,3,0,0,0,0,0
LK-6169070,505,359,135,8,1,0,2,0,0,0,0,0,0,0
LK-6169075,315,198,92,15,4,2,0,0,4,0,0,0,0,0
LK-6169080,196,139,29,11,3,0,0,13,1,0,0,0,0,0
LK-6169085,244,133,68,12,0,1,0,29,0,0,0,1,0,0
LK-6169090,256,150,78,26,0,0,0,0,2,0,0,0,0,0
LK-6169095,244,138,92,10,0,0,0,2,2,0,0,0,0,0
LK-6169100,298,203,85,8,0,0,1,0,1,0,0,0,0,0
LK-6169105,315,183,105,23,0,0,0,0,4,0,0,0,0,0
LK-6169110,264,180,71,11,0,0,1,0,0,0,0,0,0,1
LK-6169115,373,85,257,30,0,0,1,0,0,0,0,0,0,0
LK-6169120,239,152,69,18,0,0,0,0,0,0,0,0,0,0
LK-6169125,429,226,116,52,5,5,4,2,8,0,0,0,0,11
LK-6169130,295,208,82,3,0,0,0,0,2,0,0,0,0,0
LK-6169135,261,186,65,10,0,0,0,0,0,0,0,0,0,0
LK-6169140,300,204,40,17,8,0,2,29,0,0,0,0,0,0
LK-6169145,772,547,128,65,1,0,2,5,24,0,0,0,0,0
LK-6169150,340,238,57,12,3,1,1,11,15,0,0,0,0,2
LK-6169155,415,274,100,33,0,1,0,0,7,0,0,0,0,0
LK-6169160,202,89,92,19,0,0,0,1,1,0,0,0,0,0
LK-6169165,220,155,48,14,0,0,0,0,3,0,0,0,0,0
LK-6169170,226,104,80,34,0,0,1,0,5,0,0,0,0,2
LK-6169175,374,222,75,74,0,0,1,0,2,0,0,0,0,0
LK-6169180,215,155,47,12,0,0,0,0,1,0,0,0,0,0
LK-6169185,256,161,72,18,0,1,0,0,4,0,0,0,0,0
LK-6169190,133,107,16,9,0,0,0,0,1,0,0,0,0,0
LK-6169195,176,99,26,51,0,0,0,0,0,0,0,0,0,0
LK-6169200,265,130,67,65,1,0,0,0,2,0,0,0,0,0
LK-6169205,174,80,58,36,0,0,0,0,0,0,0,0,0,0
LK-6169210,252,130,39,69,0,1,4,0,9,0,0,0,0,0
LK-6169215,284,83,31,72,26,17,51,3,1,0,0,0,0,0
LK-6169220,177,122,16,34,0,0,0,0,5,0,0,0,0,0
LK-6169225,189,114,26,48,0,0,0,0,1,0,0,0,0,0
LK-6172,21516,13874,3863,1993,583,196,101,412,424,7,0,2,5,56
LK-6172005,127,86,23,14,0,0,0,0,4,0,0,0,0,0
LK-6172010,426,281,89,48,0,1,0,0,7,0,0,0,0,0
LK-6172015,137,80,30,27,0,0,0,0,0,0,0,0,0,0
LK-6172020,408,311,70,19,1,0,0,0,7,0,0,0,0,0
LK-6172025,445,310,93,41,0,0,0,0,1,0,0,0,0,0
LK-6172030,266,181,41,2,37,1,0,0,4,0,0,0,0,0
LK-6172035,293,202,68,20,0,0,0,0,3,0,0,0,0,0
LK-6172040,467,330,100,2,0,1,0,7,8,0,0,0,0,19
LK-6172045,424,277,96,8,5,1,1,0,23,0,0,0,0,13
LK-6172050,597,398,139,20,0,8,1,22,9,0,0,0,0,0
LK-6172055,308,285,21,0,0,2,0,0,0,0,0,0,0,0
LK-6172060,409,349,45,7,0,1,0,3,4,0,0,0,0,0
LK-6172065,278,213,48,4,7,0,0,0,6,0,0,0,0,0
LK-6172070,385,303,42,27,0,1,0,2,10,0,0,0,0,0
LK-6172075,315,179,70,60,0,1,0,0,5,0,0,0,0,0
LK-6172080,469,277,55,123,2,2,4,0,3,0,0,0,0,3
LK-6172085,261,225,25,6,0,3,0,0,1,1,0,0,0,0
LK-6172090,365,281,54,7,2,5,1,0,15,0,0,0,0,0
LK-6172095,538,191,44,6,128,11,47,17,90,0,0,0,3,1
LK-6172100,484,204,12,0,180,77,7,2,1,0,0,0,1,0
LK-6172105,271,142,83,30,1,1,4,6,4,0,0,0,0,0
LK-6172110,344,278,53,2,1,0,0,0,10,0,0,0,0,0
LK-6172115,327,309,11,3,3,1,0,0,0,0,0,0,0,0
LK-6172120,315,197,1,0,108,2,4,2,1,0,0,0,0,0
LK-6172125,218,170,38,0,3,0,0,0,7,0,0,0,0,0
LK-6172130,426,322,51,19,6,8,3,3,12,1,0,0,0,1
LK-6172135,183,124,45,11,0,0,0,0,3,0,0,0,0,0
LK-6172140,493,270,110,108,0,0,0,0,5,0,0,0,0,0
LK-6172145,331,174,51,101,0,0,0,0,5,0,0,0,0,0
LK-6172150,326,181,75,66,0,0,0,0,4,0,0,0,0,0
LK-6172155,296,183,49,60,0,1,0,0,3,0,0,0,0,0
LK-6172160,283,141,33,30,1,2,0,74,2,0,0,0,0,0
LK-6172165,257,120,80,39,15,1,0,1,1,0,0,0,0,0
LK-6172170,276,178,64,32,0,0,0,1,0,0,0,0,0,1
LK-6172175,414,220,110,73,1,5,0,3,2,0,0,0,0,0
LK-6172180,367,194,106,4,11,9,2,37,4,0,0,0,0,0
LK-6172185,368,189,54,51,2,2,0,61,6,3,0,0,0,0
LK-6172190,293,202,57,9,16,3,1,3,2,0,0,0,0,0
LK-6172195,334,237,47,33,0,8,0,0,7,1,0,0,0,1
LK-6172200,199,170,26,0,0,0,0,0,3,0,0,0,0,0
LK-6172205,553,442,85,15,0,6,0,0,5,0,0,0,0,0
LK-6172210,287,249,25,4,1,2,2,0,4,0,0,0,0,0
LK-6172215,319,250,31,18,1,2,1,0,16,0,0,0,0,0
LK-6172220,319,222,45,26,7,8,6,0,5,0,0,0,0,0
LK-6172225,274,180,35,52,1,1,0,0,5,0,0,0,0,0
LK-6172230,386,267,62,56,0,0,0,0,1,0,0,0,0,0
LK-6172235,209,107,30,64,0,3,3,0,2,0,0,0,0,0
LK-6172240,333,253,51,20,0,0,0,1,8,0,0,0,0,0
LK-6172245,389,174,37,116,6,3,0,45,6,0,0,0,1,1
LK-6172250,303,186,77,26,0,0,7,0,5,0,0,0,0,2
LK-6172255,119,103,10,0,5,0,0,0,0,0,0,1,0,0
LK-6172260,165,119,42,4,0,0,0,0,0,0,0,0,0,0
LK-6172265,274,181,57,27,1,1,0,0,7,0,0,0,0,0
LK-6172270,410,307,74,5,8,1,0,0,15,0,0,0,0,0
LK-6172275,374,269,82,16,0,3,0,0,4,0,0,0,0,0
LK-6172280,413,255,85,37,0,0,0,28,8,0,0,0,0,0
LK-6172285,160,96,51,7,0,0,0,4,1,0,0,0,0,1
LK-6172290,283,127,130,21,0,1,0,0,3,0,0,1,0,0
LK-6172295,204,71,83,36,0,0,0,0,14,0,0,0,0,0
LK-6172300,215,120,57,7,18,0,0,5,7,1,0,0,0,0
LK-6172305,150,94,44,12,0,0,0,0,0,0,0,0,0,0
LK-6172310,177,102,29,42,2,0,0,1,1,0,0,0,0,0
LK-6172315,209,68,35,71,0,1,1,32,1,0,0,0,0,0
LK-6172320,190,84,43,35,0,1,1,23,3,0,0,0,0,0
LK-6172325,328,133,75,86,3,5,3,21,2,0,0,0,0,0
LK-6172330,174,94,34,25,0,0,2,0,6,0,0,0,0,13
LK-6172335,265,147,79,36,0,0,0,3,0,0,0,0,0,0
LK-6172340,311,210,66,17,0,0,0,5,13,0,0,0,0,0
LK-6175,14257,9108,2468,1250,216,73,27,351,725,1,2,1,1,34
LK-6175005,262,219,31,9,0,0,0,0,3,0,0,0,0,0
LK-6175010,334,247,38,22,1,3,0,0,23,0,0,0,0,0
LK-6175015,287,169,50,46,1,2,1,0,18,0,0,0,0,0
LK-6175020,196,143,30,3,0,2,0,2,16,0,0,0,0,0
LK-6175025,271,201,40,23,0,0,0,0,7,0,0,0,0,0
LK-6175030,267,168,53,22,1,6,0,12,5,0,0,0,0,0
LK-6175035,439,281,129,5,1,0,0,0,23,0,0,0,0,0
LK-6175040,235,172,53,0,4,1,0,0,5,0,0,0,0,0
LK-6175045,360,247,79,24,0,0,0,3,7,0,0,0,0,0
LK-6175050,232,109,92,23,2,0,0,5,0,0,0,0,0,1
LK-6175055,292,198,86,0,3,2,1,0,2,0,0,0,0,0
LK-6175060,409,182,88,0,0,1,2,130,6,0,0,0,0,0
LK-6175065,264,170,48,27,2,1,0,4,12,0,0,0,0,0
LK-6175070,297,164,47,18,6,1,0,20,40,0,0,0,0,1
LK-6175075,295,196,69,6,0,0,0,0,24,0,0,0,0,0
LK-6175080,641,466,89,24,6,9,2,0,44,0,0,0,0,1
LK-6175085,230,126,29,1,0,0,0,0,71,0,2,0,1,0
LK-6175090,196,93,42,8,1,0,1,0,51,0,0,0,0,0
LK-6175095,298,191,39,9,0,1,0,0,58,0,0,0,0,0
LK-6175100,458,319,71,20,0,8,6,0,34,0,0,0,0,0
LK-6175105,257,162,72,2,1,2,0,10,8,0,0,0,0,0
LK-6175110,621,372,70,39,70,11,1,23,35,0,0,0,0,0
LK-6175115,250,168,51,24,1,1,0,0,5,0,0,0,0,0
LK-6175120,355,229,97,26,0,0,0,0,3,0,0,0,0,0
LK-6175125,407,287,88,10,1,0,2,0,12,0,0,0,0,7
LK-6175130,314,227,34,13,18,1,0,6,11,0,0,1,0,3
LK-6175135,571,320,118,48,44,2,2,0,26,1,0,0,0,10
LK-6175140,271,160,47,49,2,1,0,0,9,0,0,0,0,3
LK-6175145,301,174,36,7,12,3,0,10,59,0,0,0,0,0
LK-6175150,214,165,13,33,0,0,0,0,3,0,0,0,0,0
LK-6175155,380,237,45,70,2,3,1,0,16,0,0,0,0,6
LK-6175160,323,212,26,68,4,1,4,1,7,0,0,0,0,0
LK-6175165,369,303,42,13,2,2,0,0,7,0,0,0,0,0
LK-6175170,539,348,78,99,1,1,0,1,11,0,0,0,0,0
LK-6175175,238,104,56,53,0,0,0,20,5,0,0,0,0,0
LK-6175180,312,100,9,122,0,2,2,76,0,0,0,0,0,1
LK-6175185,396,229,82,65,0,2,1,9,7,0,0,0,0,1
LK-6175190,362,165,89,76,1,2,1,18,10,0,0,0,0,0
LK-6175195,242,115,61,55,0,0,0,0,11,0,0,0,0,0
LK-6175200,439,332,50,48,1,0,0,0,8,0,0,0,0,0
LK-6175205,272,222,28,14,1,0,0,0,7,0,0,0,0,0
LK-6175210,319,237,48,19,0,1,0,0,14,0,0,0,0,0
LK-6175215,242,179,25,7,27,1,0,1,2,0,0,0,0,0
LK-6178,33836,20726,4029,6355,979,365,126,566,608,0,3,2,3,74
LK-6178005,325,236,51,33,0,0,0,0,5,0,0,0,0,0
LK-6178010,656,412,46,164,0,0,1,4,27,0,0,0,0,2
LK-6178015,398,264,47,77,3,1,0,0,6,0,0,0,0,0
LK-6178020,419,170,57,128,50,4,0,0,10,0,0,0,0,0
LK-6178025,705,498,104,91,2,0,1,0,7,0,0,0,0,2
LK-6178030,297,166,43,86,1,0,0,0,1,0,0,0,0,0
LK-6178035,297,171,31,90,0,2,0,1,1,0,0,0,0,1
LK-6178040,295,133,37,125,0,0,0,0,0,0,0,0,0,0
LK-6178045,247,113,59,74,0,0,0,0,0,0,0,0,0,1
LK-6178050,353,184,31,127,2,1,2,0,5,0,0,1,0,0
LK-6178055,463,150,162,46,4,4,2,93,1,0,0,0,0,1
LK-6178060,243,119,34,68,1,3,15,0,3,0,0,0,0,0
LK-6178065,308,220,44,21,4,2,4,7,6,0,0,0,0,0
LK-6178070,292,165,69,32,16,9,0,0,1,0,0,0,0,0
LK-6178075,330,146,44,26,103,1,0,7,3,0,0,0,0,0
LK-6178080,399,192,83,80,2,0,0,39,0,0,0,0,0,3
LK-6178085,355,131,48,106,1,1,0,67,1,0,0,0,0,0
LK-6178090,226,96,18,93,0,1,18,0,0,0,0,0,0,0
LK-6178095,383,196,74,103,2,1,0,7,0,0,0,0,0,0
LK-6178100,413,287,33,69,18,0,2,0,4,0,0,0,0,0
LK-6178105,203,104,26,41,0,1,0,29,2,0,0,0,0,0
LK-6178110,302,199,31,68,0,0,0,3,1,0,0,0,0,0
LK-6178115,425,234,86,94,5,2,0,0,4,0,0,0,0,0
LK-6178120,447,173,38,159,41,24,3,0,8,0,1,0,0,0
LK-6178125,400,196,34,116,31,17,1,0,5,0,0,0,0,0
LK-6178130,260,133,17,107,1,1,1,0,0,0,0,0,0,0
LK-6178135,320,175,18,126,0,0,0,0,1,0,0,0,0,0
LK-6178140,230,177,23,30,0,0,0,0,0,0,0,0,0,0
LK-6178145,366,226,69,65,0,0,0,0,5,0,0,1,0,0
LK-6178150,409,294,40,53,1,6,1,0,13,0,0,0,0,1
LK-6178155,375,251,46,54,1,2,0,0,21,0,0,0,0,0
LK-6178160,343,286,23,22,0,0,0,0,12,0,0,0,0,0
LK-6178165,525,380,55,75,0,0,0,0,9,0,0,0,0,6
LK-6178170,309,209,11,80,0,2,0,0,3,0,0,0,0,4
LK-6178175,261,159,31,66,0,0,0,0,2,0,0,0,0,3
LK-6178180,423,254,62,78,21,1,1,0,6,0,0,0,0,0
LK-6178185,362,195,51,44,7,34,2,14,15,0,0,0,0,0
LK-6178190,493,324,56,108,0,0,0,0,5,0,0,0,0,0
LK-6178195,427,251,116,34,8,3,2,0,13,0,0,0,0,0
LK-6178200,270,146,27,66,4,2,1,24,0,0,0,0,0,0
LK-6178205,451,217,45,133,54,1,0,1,0,0,0,0,0,0
LK-6178210,267,110,39,91,0,1,2,24,0,0,0,0,0,0
LK-6178215,291,85,78,104,0,1,3,15,5,0,0,0,0,0
LK-6178220,357,174,79,96,0,4,1,0,1,0,0,0,0,2
LK-6178225,593,268,89,83,62,70,16,0,1,0,0,0,0,4
LK-6178230,211,119,22,69,0,0,0,0,0,0,1,0,0,0
LK-6178235,188,73,27,51,27,0,2,8,0,0,0,0,0,0
LK-6178240,236,133,27,68,0,5,3,0,0,0,0,0,0,0
LK-6178245,312,190,15,103,0,1,0,3,0,0,0,0,0,0
LK-6178250,428,272,32,83,12,27,1,0,0,0,0,0,0,1
LK-6178255,698,437,92,54,87,14,5,1,3,0,0,0,0,5
LK-6178260,538,423,80,27,0,0,0,0,8,0,0,0,0,0
LK-6178265,563,386,96,72,0,1,0,0,8,0,0,0,0,0
LK-6178270,220,147,22,45,0,0,0,0,3,0,0,0,0,3
LK-6178275,633,514,53,55,3,0,0,0,8,0,0,0,0,0
LK-6178280,343,228,35,66,0,0,0,0,14,0,0,0,0,0
LK-6178285,263,198,27,18,5,1,1,0,13,0,0,0,0,0
LK-6178290,395,276,40,35,9,6,3,0,26,0,0,0,0,0
LK-6178295,305,243,27,16,0,0,1,0,17,0,0,0,0,1
LK-6178300,263,147,33,72,0,3,1,0,4,0,0,0,0,3
LK-6178305,385,306,30,42,0,0,1,0,6,0,0,0,0,0
LK-6178310,559,348,69,129,2,0,0,0,11,0,0,0,0,0
LK-6178315,452,375,30,20,4,0,2,0,15,0,0,0,0,6
LK-6178320,438,289,55,25,35,1,0,0,32,0,0,0,1,0
LK-6178325,456,336,17,41,1,0,1,10,50,0,0,0,0,0
LK-6178330,663,545,52,48,1,5,0,0,12,0,0,0,0,0
LK-6178335,514,352,50,56,0,5,0,43,5,0,0,0,0,3
LK-6178340,322,161,17,33,1,10,4,91,3,0,0,0,1,1
LK-6178345,507,324,51,116,0,2,0,0,14,0,0,0,0,0
LK-6178350,369,239,63,34,0,0,0,0,33,0,0,0,0,0
LK-6178355,460,210,17,53,136,4,4,0,27,0,0,0,1,8
LK-6178360,271,232,20,15,0,0,0,1,3,0,0,0,0,0
LK-6178365,515,376,54,33,9,0,0,35,8,0,0,0,0,0
LK-6178370,405,233,48,109,0,1,0,4,10,0,0,0,0,0
LK-6178375,556,422,45,89,0,0,0,0,0,0,0,0,0,0
LK-6178380,619,454,46,108,0,0,0,0,8,0,0,0,0,3
LK-6178385,555,375,53,27,52,7,8,1,32,0,0,0,0,0
LK-6178390,294,134,32,73,53,0,0,0,2,0,0,0,0,0
LK-6178395,314,173,36,98,0,1,1,0,5,0,0,0,0,0
LK-6178400,442,270,37,127,2,2,1,0,1,0,0,0,0,2
LK-6178405,293,180,38,70,0,0,1,0,4,0,0,0,0,0
LK-6178410,435,321,43,66,0,0,0,0,5,0,0,0,0,0
LK-6178415,319,179,19,118,1,0,0,0,2,0,0,0,0,0
LK-6178420,427,273,48,90,6,4,3,0,2,0,0,0,0,1
LK-6178425,488,227,66,156,22,8,1,0,1,0,0,0,0,7
LK-6178430,318,201,15,52,13,34,1,2,0,0,0,0,0,0
LK-6178435,351,136,45,61,53,21,2,32,0,0,1,0,0,0
LK-6181,15297,8343,2529,1557,1080,506,185,806,247,0,1,0,4,39
LK-6181005,356,202,99,10,15,1,2,19,8,0,0,0,0,0
LK-6181010,532,360,125,25,9,1,2,0,10,0,0,0,0,0
LK-6181015,394,147,67,6,110,23,25,15,1,0,0,0,0,0
LK-6181020,144,81,8,3,9,1,1,39,0,0,0,0,0,2
LK-6181025,215,119,36,44,3,11,2,0,0,0,0,0,0,0
LK-6181030,267,149,73,38,0,2,1,1,3,0,0,0,0,0
LK-6181035,228,104,35,5,57,22,2,0,2,0,0,0,1,0
LK-6181040,204,99,35,48,14,3,2,1,2,0,0,0,0,0
LK-6181045,365,182,51,8,52,11,1,56,3,0,0,0,1,0
LK-6181050,319,189,48,1,3,1,2,75,0,0,0,0,0,0
LK-6181055,330,116,52,10,29,23,9,29,62,0,0,0,0,0
LK-6181060,232,140,35,50,0,0,0,0,7,0,0,0,0,0
LK-6181065,260,87,55,20,20,3,0,24,51,0,0,0,0,0
LK-6181070,490,368,22,7,24,0,1,58,10,0,0,0,0,0
LK-6181075,234,125,26,2,49,8,23,0,1,0,0,0,0,0
LK-6181080,155,65,26,0,0,50,4,10,0,0,0,0,0,0
LK-6181085,144,93,7,1,1,5,1,35,1,0,0,0,0,0
LK-6181090,226,154,31,6,4,5,1,25,0,0,0,0,0,0
LK-6181095,183,130,36,2,0,0,0,11,4,0,0,0,0,0
LK-6181100,702,278,186,38,109,51,39,0,0,0,0,0,0,1
LK-6181105,169,104,33,0,10,21,1,0,0,0,0,0,0,0
LK-6181110,238,135,31,56,3,3,1,8,1,0,0,0,0,0
LK-6181115,259,161,26,9,20,23,3,6,4,0,0,0,1,6
LK-6181120,337,166,56,53,49,9,1,0,0,0,0,0,0,3
LK-6181125,238,117,64,57,0,0,0,0,0,0,0,0,0,0
LK-6181130,166,111,34,20,0,0,0,1,0,0,0,0,0,0
LK-6181135,129,65,39,25,0,0,0,0,0,0,0,0,0,0
LK-6181140,221,141,20,23,1,0,0,35,1,0,0,0,0,0
LK-6181145,209,127,31,44,0,0,1,5,1,0,0,0,0,0
LK-6181150,161,73,33,55,0,0,0,0,0,0,0,0,0,0
LK-6181155,263,126,25,74,5,0,1,30,2,0,0,0,0,0
LK-6181160,587,309,53,45,81,4,2,70,23,0,0,0,0,0
LK-6181165,194,87,63,14,1,1,2,9,17,0,0,0,0,0
LK-6181170,172,73,37,2,46,3,2,8,1,0,0,0,0,0
LK-6181175,355,182,54,53,13,31,3,15,4,0,0,0,0,0
LK-6181180,265,180,45,36,0,1,2,1,0,0,0,0,0,0
LK-6181185,289,229,16,0,35,2,1,6,0,0,0,0,0,0
LK-6181190,291,158,60,36,29,4,2,0,2,0,0,0,0,0
LK-6181195,291,165,70,46,2,6,1,0,0,0,0,0,0,1
LK-6181200,225,130,29,60,0,0,1,5,0,0,0,0,0,0
LK-6181205,231,123,74,28,2,3,1,0,0,0,0,0,0,0
LK-6181210,527,289,55,58,52,18,12,41,1,0,0,0,0,1
LK-6181215,172,88,6,2,0,0,1,74,0,0,0,0,1,0
LK-6181220,265,120,42,8,42,48,3,0,2,0,0,0,0,0
LK-6181225,483,240,113,52,21,22,4,9,0,0,0,0,0,22
LK-6181230,478,242,35,17,120,33,0,30,1,0,0,0,0,0
LK-6181235,296,226,24,21,6,9,0,10,0,0,0,0,0,0
LK-6181240,216,131,35,22,16,9,0,3,0,0,0,0,0,0
LK-6181245,353,167,59,76,12,25,1,0,12,0,0,0,0,1
LK-6181250,203,88,34,78,0,0,0,3,0,0,0,0,0,0
LK-6181255,260,133,40,32,5,8,1,39,0,0,1,0,0,1
LK-6181260,178,108,41,28,1,0,0,0,0,0,0,0,0,0
LK-6181265,351,264,46,18,0,2,20,0,0,0,0,0,0,1
LK-6181270,245,97,53,85,0,0,0,0,10,0,0,0,0,0
LK-6184,17262,10063,2848,2837,377,138,90,561,97,1,65,0,1,184
LK-6184005,216,148,31,33,0,0,3,0,1,0,0,0,0,0
LK-6184010,180,37,20,61,0,0,0,10,22,0,0,0,0,30
LK-6184015,228,132,62,25,6,3,0,0,0,0,0,0,0,0
LK-6184020,279,153,44,65,1,1,0,13,2,0,0,0,0,0
LK-6184025,188,96,32,59,0,0,0,0,1,0,0,0,0,0
LK-6184030,280,190,78,10,1,0,0,0,1,0,0,0,0,0
LK-6184035,211,125,73,9,0,0,0,0,4,0,0,0,0,0
LK-6184040,235,137,70,19,0,1,0,0,0,0,6,0,0,2
LK-6184045,192,85,43,48,0,0,0,11,5,0,0,0,0,0
LK-6184050,168,72,46,49,0,0,0,0,0,0,1,0,0,0
LK-6184055,242,134,8,64,0,0,0,17,0,0,0,0,0,19
LK-6184060,256,152,20,67,0,0,0,4,1,0,0,0,0,12
LK-6184065,191,86,40,17,2,2,0,44,0,0,0,0,0,0
LK-6184070,226,124,43,46,0,0,0,0,4,0,9,0,0,0
LK-6184075,251,152,62,32,0,1,0,0,4,0,0,0,0,0
LK-6184080,206,115,52,38,0,0,0,0,1,0,0,0,0,0
LK-6184085,209,167,31,11,0,0,0,0,0,0,0,0,0,0
LK-6184090,252,160,20,41,0,0,0,31,0,0,0,0,0,0
LK-6184095,199,114,32,45,0,7,1,0,0,0,0,0,0,0
LK-6184100,396,247,78,46,0,0,2,4,1,0,16,0,0,2
LK-6184105,230,114,53,59,3,0,0,1,0,0,0,0,0,0
LK-6184110,290,167,58,43,0,0,0,0,0,0,22,0,0,0
LK-6184115,151,66,23,46,0,0,0,15,1,0,0,0,0,0
LK-6184120,171,97,37,36,0,0,0,0,0,0,0,0,1,0
LK-6184125,384,251,40,84,5,3,0,0,1,0,0,0,0,0
LK-6184130,213,80,39,75,1,3,4,0,2,0,0,0,0,9
LK-6184135,284,160,32,87,0,0,0,1,3,0,0,0,0,1
LK-6184140,219,95,38,22,58,6,0,0,0,0,0,0,0,0
LK-6184145,210,76,37,34,0,0,0,63,0,0,0,0,0,0
LK-6184150,217,149,26,37,0,0,1,1,1,0,0,0,0,2
LK-6184155,312,182,68,62,0,0,0,0,0,0,0,0,0,0
LK-6184160,200,80,23,35,1,0,0,61,0,0,0,0,0,0
LK-6184165,280,208,60,12,0,0,0,0,0,0,0,0,0,0
LK-6184170,171,134,16,11,0,0,0,0,0,0,8,0,0,2
LK-6184175,495,261,63,47,26,33,46,18,0,1,0,0,0,0
LK-6184180,334,169,39,87,1,0,4,0,2,0,0,0,0,32
